<CHAPTER	NN	<CHAPTER
of	IN	of
my	PRP$	my
colleagues	NNS	colleague
who	WP	who
have	VBP	have
not	RB	not
forgotten	VBN	forget
their	PRP$	<unknown>
roots	NNS	root
or	CC	or
their	PRP$	<unknown>
citizenship	NN	citizenship
:	:	:
Franz	NNP	Franz
Fischler	NNP	Fischler
from	IN	from
Austria	NNP	Austria
,	,	,
Michaele	NNP	Michaele
Schreyer	NNP	Schreyer
and	CC	and
Günther	NNP	Günther
Verheugen	NNP	Verheugen
from	IN	from
Germany	NNP	Germany
,	,	,
and	CC	and
Pascal	NNP	Pascal
Lamy	NNP	Lamy
and	CC	and
myself	PRP	myself
from	IN	from
France	NNP	France
.	.	.

This	DT	this
expression	NN	expression
of	IN	of
feeling	NN	feeling
is	VBZ	be
to	TO	to
complement	VB	complement
that	IN	that
already	RB	already
shown	VBN	show
by	IN	by
the	DT	the
national	JJ	national
authorities	NNS	authority
of	IN	of
these	DT	these
countries	NNS	country
and	CC	and
by	IN	by
the	DT	the
tremendous	JJ	tremendous
surge	NN	surge
of	IN	of
generosity	NN	generosity
and	CC	and
kindness	NN	kindness
that	WDT	that
has	VBZ	have
been	VBN	be
shown	VBN	show
.	.	.

And	CC	and
as	IN	as
we	PRP	we
are	VBP	be
talking	VBG	talk
about	IN	about
Europe	NNP	Europe
,	,	,
I	PRP	i
would	MD	would
also	RB	also
like	VB	like
to	TO	to
take	VB	take
my	PRP$	my
hat	NN	hat
off	IN	off
to	TO	to
the	DT	the
spontaneity	NN	spontaneity
and	CC	and
the	DT	the
willingness	NN	willingness
of	IN	of
the	DT	the
volunteers	NNS	volunteer
from	IN	from
the	DT	the
public	JJ	public
electricity	NN	electricity
and	CC	and
telephone	NN	telephone
services	NNS	service
,	,	,
to	TO	to
the	DT	the
firemen	NNS	fireman
and	CC	and
the	DT	the
road-workers	NNS	road-worker
who	WP	who
came	VBD	come
spontaneously	RB	spontaneously
from	IN	from
all	DT	all
over	IN	over
Europe	NNP	Europe
to	TO	to
help	VB	help
to	TO	to
re-open	VB	re-open
roads	NNS	road
and	CC	and
to	TO	to
restore	VB	restore
electricity	NN	electricity
and	CC	and
telephones	NNS	telephone
.	.	.

In	IN	in
some	DT	some
parts	NNS	part
of	IN	of
France	NNP	France
,	,	,
some	DT	some
families	NNS	family
have	VBP	have
only	RB	only
had	VBD	have
their	PRP$	<unknown>
telephones	NNS	telephone
and	CC	and
electricity	NN	electricity
working	VBG	work
again	RB	again
since	IN	since
yesterday	NN	yesterday
or	CC	or
the	DT	the
day	NN	day
before	RB	before
.	.	.

<P>	NNP	<unknown>
At	IN	at
the	DT	the
request	NN	request
of	IN	of
President	NNP	President
Prodi	NNP	Prodi
,	,	,
the	DT	the
Commission	NNP	Commission
has	VBZ	have
held	VBN	hold
its	PRP$	its
first	JJ	first
talks	NNS	talk
on	IN	on
this	DT	this
whole	JJ	whole
issue	NN	issue
,	,	,
a	DT	a
discussion	NN	discussion
during	IN	during
its	PRP$	its
first	JJ	first
meeting	NN	meeting
of	IN	of
the	DT	the
year	NN	year
and	CC	and
now	RB	now
,	,	,
as	IN	as
the	DT	the
President	NNP	President
asked	VBD	ask
us	PRP	us
to	TO	to
,	,	,
I	PRP	i
would	MD	would
like	VB	like
to	TO	to
tell	VB	tell
you	PRP	you
the	DT	the
results	NNS	result
of	IN	of
our	PRP$	our
work	NN	work
to	TO	to
provide	VB	provide
every	DT	every
response	NN	response
that	IN	that
the	DT	the
Union	NNP	Union
can	MD	can
muster	VB	muster
in	IN	in
terms	NNS	term
of	IN	of
rebuilding	VBG	rebuild
those	DT	those
parts	NNS	part
of	IN	of
our	PRP$	our
economic	JJ	economic
,	,	,
social	JJ	social
and	CC	and
cultural	JJ	cultural
heritage	NN	heritage
that	WDT	that
were	VBD	be
affected	VBN	affect
.	.	.

This	DT	this
must	MD	must
be	VB	be
done	VBN	do
within	IN	within
the	DT	the
limits	NNS	limit
of	IN	of
the	DT	the
regulations	NNS	regulation
and	CC	and
the	DT	the
budget	NN	budget
,	,	,
having	VBG	have
expressed	VBN	express
our	PRP$	our
human	JJ	human
and	CC	and
moral	JJ	moral
solidarity	NN	solidarity
.	.	.

<P>	NNP	<unknown>
Ladies	NNPS	Ladie
and	CC	and
gentlemen	NNS	gentleman
,	,	,
the	DT	the
Commission	NNP	Commission
will	MD	will
therefore	RB	therefore
make	VB	make
use	NN	use
of	IN	of
every	DT	every
instrument	NN	instrument
it	PRP	it
has	VBZ	have
in	IN	in
order	NN	order
to	TO	to
help	VB	help
the	DT	the
affected	VBN	affect
Member	NNP	Member
States	NNPS	States
in	IN	in
this	DT	this
reconstruction	NN	reconstruction
and	CC	and
to	TO	to
provide	VB	provide
any	DT	any
possible	JJ	possible
aid	NN	aid
to	TO	to
the	DT	the
people	NNS	people
and	CC	and
businesses	NNS	business
affected	VBN	affect
.	.	.

This	DT	this
will	MD	will
be	VB	be
done	VBN	do
in	IN	in
order	NN	order
to	TO	to
complement	VB	complement
and	CC	and
to	TO	to
top	VB	top
up	RP	up
the	DT	the
support	NN	support
and	CC	and
aid	NN	aid
which	WDT	which
have	VBP	have
already	RB	already
been	VBN	be
decided	VBN	decide
on	RP	on
by	IN	by
the	DT	the
national	JJ	national
and	CC	and
regional	JJ	regional
authorities	NNS	authority
.	.	.

As	IN	as
you	PRP	you
know	VBP	know
,	,	,
the	DT	the
Commission	NNP	Commission
has	VBZ	have
several	JJ	several
instruments	NNS	instrument
and	CC	and
tools	NNS	tool
which	WDT	which
can	MD	can
provide	VB	provide
aid	NN	aid
for	IN	for
this	DT	this
rehabilitation	NN	rehabilitation
and	CC	and
reconstruction	NN	reconstruction
effort	NN	effort
and	CC	and
we	PRP	we
intend	VBP	intend
to	TO	to
use	VB	use
all	DT	all
of	IN	of
these	DT	these
instruments	NNS	instrument
,	,	,
with	IN	with
the	DT	the
same	JJ	same
desire	NN	desire
to	TO	to
help	VB	help
,	,	,
which	WDT	which
Mrs	NNP	Mrs
de	IN	de
Palacio	NNP	Palacio
expressed	VBD	express
when	WRB	when
she	PRP	she
spoke	VBD	speak
of	IN	of
the	DT	the
lessons	NNS	lesson
to	TO	to
be	VB	be
learned	VBN	learn
from	IN	from
the	DT	the
Erika	NNP	Erika
disaster	NN	disaster
.	.	.

<P>	NNP	<unknown>
<P>	NNP	<unknown>
As	RB	as
far	RB	far
as	IN	as
the	DT	the
structural	JJ	structural
policy	NN	policy
is	VBZ	be
concerned	VBN	concern
,	,	,
I	PRP	i
am	VBP	be
personally	RB	personally
going	VBG	go
to	TO	to
look	VB	look
into	IN	into
how	WRB	how
we	PRP	we
can	MD	can
use	VB	use
the	DT	the
current	JJ	current
decisions	NNS	decision
on	IN	on
the	DT	the
new	JJ	new
generation	NN	generation
of	IN	of
strategies	NNS	strategy
for	IN	for
economic	JJ	economic
development	NN	development
which	WDT	which
will	MD	will
be	VB	be
implemented	VBN	implement
over	IN	over
the	DT	the
next	JJ	next
seven	CD	seven
years	NNS	year
.	.	.

I	PRP	i
will	MD	will
also	RB	also
look	VB	look
into	IN	into
how	WRB	how
the	DT	the
appropriations	NNS	appropriation
,	,	,
which	WDT	which
have	VBP	have
already	RB	already
been	VBN	be
allocated	VBN	allocate
,	,	,
particularly	RB	particularly
to	TO	to
regions	NNS	region
of	IN	of
rural	JJ	rural
,	,	,
industrial	JJ	industrial
and	CC	and
urban	JJ	urban
conversion	NN	conversion
and	CC	and
to	TO	to
fishing	NN	fishing
areas	NNS	area
,	,	,
that	DT	that
is	VBZ	be
,	,	,
all	PDT	all
the	DT	the
regions	NNS	region
covered	VBN	cover
by	IN	by
Objective	NNP	Objective
2	CD	@card@
,	,	,
can	MD	can
help	VB	help
this	DT	this
reconstruction	NN	reconstruction
.	.	.

The	DT	the
Objective	NNP	Objective
2	CD	@card@
zoning	NN	zoning
was	VBD	be
stopped	VBN	stop
by	IN	by
the	DT	the
Commission	NNP	Commission
after	IN	after
consulting	VBG	consult
the	DT	the
various	JJ	various
governments	NNS	government
.	.	.

In	IN	in
Germany	NNP	Germany
'	POS	'
s	POS	s
case	NN	case
,	,	,
the	DT	the
Commission	NNP	Commission
'	''	'
s	POS	s
decision	NN	decision
was	VBD	be
taken	VBN	take
in	IN	in
December	NNP	December
and	CC	and
today	NN	today
,	,	,
the	DT	the
Commission	NNP	Commission
has	VBZ	have
stopped	VBN	stop
the	DT	the
Objective	NNP	Objective
2	CD	@card@
zoning	VBG	zone
plan	NN	plan
,	,	,
not	RB	not
only	RB	only
for	IN	for
Luxembourg	NNP	Luxembourg
and	CC	and
Sweden	NNP	Sweden
,	,	,
but	CC	but
also	RB	also
for	IN	for
France	NNP	France
and	CC	and
Austria	NNP	Austria
.	.	.

<P>	NNP	<unknown>
In	IN	in
France	NNP	France
'	''	'
s	POS	s
case	NN	case
,	,	,
where	WRB	where
the	DT	the
damage	NN	damage
is	VBZ	be
objectively	RB	objectively
the	DT	the
most	RBS	most
extensive	JJ	extensive
,	,	,
the	DT	the
total	JJ	total
available	JJ	available
appropriations	NNS	appropriation
for	IN	for
the	DT	the
new	JJ	new
Objective	NNP	Objective
2	CD	@card@
are	VBP	be
EUR	NNP	EUR
5.4	CD	@card@
billion	CD	billion
for	IN	for
the	DT	the
period	NN	period
2000-2006	CD	2000-2006
.	.	.

A	DT	a
preliminary	JJ	preliminary
study	NN	study
by	IN	by
the	DT	the
Commission	NNP	Commission
services	NNS	service
shows	VBZ	show
that	IN	that
on	IN	on
the	DT	the
basis	NN	basis
of	IN	of
a	DT	a
financial	JJ	financial
allocation	NN	allocation
set	VBN	set
up	RP	up
in	IN	in
proportion	NN	proportion
to	TO	to
the	DT	the
eligible	JJ	eligible
population	NN	population
,	,	,
70	CD	@card@
%	NN	%
of	IN	of
people	NNS	people
affected	VBN	affect
by	IN	by
the	DT	the
storm	NN	storm
may	MD	may
benefit	VB	benefit
from	IN	from
aid	NN	aid
eligible	NN	eligible
under	IN	under
Objective	NNP	Objective
2	CD	@card@
.	.	.

The	DT	the
69	CD	@card@
devastated	JJ	devastated
French	JJ	French
departments	NNS	department
could	MD	could
thus	RB	thus
receive	VB	receive
around	IN	around
EUR	NNP	EUR
4.1	CD	@card@
billion	CD	billion
over	IN	over
the	DT	the
next	JJ	next
seven	CD	seven
years	NNS	year
.	.	.

For	IN	for
Germany	NNP	Germany
and	CC	and
Austria	NNP	Austria
,	,	,
the	DT	the
corresponding	VBG	correspond
total	JJ	total
sums	NNS	sum
are	VBP	be
respectively	RB	respectively
EUR	NNP	EUR
3	CD	@card@
billion	CD	billion
for	IN	for
Germany	NNP	Germany
and	CC	and
EUR	NNP	EUR
600	CD	@card@
million	CD	million
for	IN	for
Austria	NNP	Austria
.	.	.

<P>	NNP	<unknown>
I	PRP	i
would	MD	would
also	RB	also
like	VB	like
to	TO	to
point	VB	point
out	RP	out
that	IN	that
the	DT	the
devastated	JJ	devastated
areas	NNS	area
which	WDT	which
do	VBP	do
not	RB	not
feature	VB	feature
on	IN	on
this	DT	this
new	JJ	new
zoning	VBG	zone
plan	NN	plan
-	:	-
and	CC	and
unfortunately	RB	unfortunately
there	EX	there
are	VBP	be
some	DT	some
-	:	-
which	WDT	which
are	VBP	be
not	RB	not
covered	VBN	cover
by	IN	by
Objective	NNP	Objective
2	CD	@card@
,	,	,
but	CC	but
which	WDT	which
were	VBD	be
eligible	JJ	eligible
under	IN	under
the	DT	the
previous	JJ	previous
Objective	NNP	Objective
2	CD	@card@
and	CC	and
Objective	NNP	Objective
5b	CD	@card@
zoning	NN	zoning
,	,	,
could	MD	could
also	RB	also
have	VB	have
access	NN	access
to	TO	to
appropriations	NNS	appropriation
available	JJ	available
in	IN	in
the	DT	the
new	JJ	new
programming	NN	programming
period	NN	period
as	IN	as
provisional	JJ	provisional
support	NN	support
.	.	.

I	PRP	i
would	MD	would
therefore	RB	therefore
like	VB	like
to	TO	to
suggest	VB	suggest
the	DT	the
most	RBS	most
straightforward	JJ	straightforward
way	NN	way
in	IN	in
which	WDT	which
structural	JJ	structural
appropriations	NNS	appropriation
could	MD	could
broadly	RB	broadly
contribute	VB	contribute
to	TO	to
the	DT	the
economic	JJ	economic
rehabilitation	NN	rehabilitation
of	IN	of
devastated	JJ	devastated
areas	NNS	area
.	.	.

Of	IN	of
course	NN	course
,	,	,
it	PRP	it
is	VBZ	be
not	RB	not
a	DT	a
question	NN	question
of	IN	of
providing	VBG	provide
emergency	NN	emergency
aid	NN	aid
since	IN	since
,	,	,
as	IN	as
you	PRP	you
know	VBP	know
very	RB	very
well	RB	well
,	,	,
two	CD	two
years	NNS	year
ago	IN	ago
the	DT	the
meagre	JJ	meagre
appropriations	NNS	appropriation
available	JJ	available
in	IN	in
the	DT	the
European	JJ	European
budget	NN	budget
under	IN	under
emergency	NN	emergency
aid	NN	aid
were	VBD	be
discontinued	VBN	discontinue
.	.	.

It	PRP	it
is	VBZ	be
a	DT	a
question	NN	question
of	IN	of
repair	NN	repair
and	CC	and
lasting	VBG	last
restoration	NN	restoration
in	IN	in
the	DT	the
context	NN	context
of	IN	of
the	DT	the
programmes	NNS	programme
currently	RB	currently
in	IN	in
preparation	NN	preparation
and	CC	and
this	DT	this
,	,	,
in	IN	in
my	PRP$	my
view	NN	view
,	,	,
is	VBZ	be
our	PRP$	our
most	RBS	most
important	JJ	important
task	NN	task
.	.	.

<P>	NNP	<unknown>
Powers	NNP	Powers
for	IN	for
programming	NN	programming
actions	NNS	action
and	CC	and
selecting	NN	selecting
priorities	NNS	priority
have	VBP	have
,	,	,
as	IN	as
you	PRP	you
know	VBP	know
,	,	,
been	VBN	be
devolved	VBN	devolve
to	TO	to
each	DT	each
State	NNP	State
.	.	.

Each	DT	each
government	NN	government
will	MD	will
therefore	RB	therefore
,	,	,
under	IN	under
the	DT	the
conditions	NNS	condition
that	IN	that
I	PRP	i
have	VBP	have
just	RB	just
stated	VBN	state
,	,	,
have	VBP	have
to	TO	to
establish	VB	establish
its	PRP$	its
priorities	NNS	priority
and	CC	and
make	VB	make
choices	NNS	choice
.	.	.

They	PRP	they
will	MD	will
probably	RB	probably
have	VB	have
new	JJ	new
priorities	NNS	priority
,	,	,
in	IN	in
order	NN	order
to	TO	to
take	VB	take
into	IN	into
account	NN	account
the	DT	the
consequences	NNS	consequence
of	IN	of
this	DT	this
storm	NN	storm
or	CC	or
of	IN	of
the	DT	the
oil	NN	oil
slick	NN	slick
.	.	.

It	PRP	it
is	VBZ	be
up	IN	up
to	TO	to
the	DT	the
governments	NNS	government
of	IN	of
the	DT	the
countries	NNS	country
concerned	VBN	concern
to	TO	to
distribute	VB	distribute
Community	NNP	Community
financial	JJ	financial
support	NN	support
among	IN	among
the	DT	the
various	JJ	various
regions	NNS	region
eligible	JJ	eligible
for	IN	for
Structural	NNP	Structural
Funds	NNP	Funds
,	,	,
and	CC	and
therefore	RB	therefore
to	TO	to
propose	VB	propose
to	TO	to
the	DT	the
Commission	NNP	Commission
plans	NNS	plan
for	IN	for
action	NN	action
to	TO	to
be	VB	be
carried	VBN	carry
out	RP	out
at	IN	at
grass	NN	grass
roots	NNS	root
level	NN	level
.	.	.

<P>	NNP	<unknown>
In	IN	in
order	NN	order
to	TO	to
be	VB	be
more	RBR	more
specific	JJ	specific
though	RB	though
,	,	,
by	IN	by
way	NN	way
of	IN	of
an	DT	an
example	NN	example
,	,	,
I	PRP	i
would	MD	would
like	VB	like
to	TO	to
remind	VB	remind
you	PRP	you
that	IN	that
all	DT	all
of	IN	of
these	DT	these
programmes	NNS	programme
in	IN	in
devastated	JJ	devastated
areas	NNS	area
will	MD	will
be	VB	be
able	JJ	able
to	TO	to
finance	VB	finance
the	DT	the
restoration	NN	restoration
of	IN	of
our	PRP$	our
historical	JJ	historical
and	CC	and
cultural	JJ	cultural
heritage	NN	heritage
,	,	,
areas	NNS	area
of	IN	of
economic	JJ	economic
activity	NN	activity
,	,	,
and	CC	and
industrial	JJ	industrial
or	CC	or
trading	NN	trading
areas	NNS	area
.	.	.

They	PRP	they
could	MD	could
also	RB	also
finance	VB	finance
the	DT	the
channels	NNS	channel
necessary	JJ	necessary
for	IN	for
the	DT	the
flow	NN	flow
of	IN	of
raw	JJ	raw
materials	NNS	material
and	CC	and
industrial	JJ	industrial
products	NNS	product
,	,	,
for	IN	for
port	JJ	port
infrastructures	NNS	infrastructure
-	:	-
both	DT	both
commercial	JJ	commercial
and	CC	and
leisure	NN	leisure
ports	NNS	port
,	,	,
the	DT	the
infrastructure	NN	infrastructure
of	IN	of
airports	NNS	airport
involved	VBN	involve
in	IN	in
business	NN	business
travel	NN	travel
or	CC	or
tourism	NN	tourism
,	,	,
productive	JJ	productive
industrial	JJ	industrial
investments	NNS	investment
,	,	,
aid	NN	aid
to	TO	to
businesses	NNS	business
,	,	,
and	CC	and
historical	JJ	historical
and	CC	and
cultural	JJ	cultural
heritage	NN	heritage
for	IN	for
tourism	NN	tourism
as	RB	as
well	RB	well
as	IN	as
training	NN	training
for	IN	for
employees	NNS	employee
qualified	VBN	qualify
under	IN	under
the	DT	the
European	NNP	European
Social	NNP	Social
Fund	NNP	Fund
.	.	.

<P>	NNP	<unknown>
The	DT	the
Commission	NNP	Commission
is	VBZ	be
therefore	RB	therefore
entirely	RB	entirely
at	IN	at
the	DT	the
disposal	NN	disposal
of	IN	of
each	DT	each
of	IN	of
the	DT	the
Member	NNP	Member
States	NNPS	States
,	,	,
in	IN	in
order	NN	order
to	TO	to
adapt	VB	adapt
,	,	,
to	TO	to
rearrange	VB	rearrange
this	DT	this
programming	NN	programming
to	TO	to
the	DT	the
best	JJS	<unknown>
effect	NN	effect
.	.	.

I	PRP	i
would	MD	would
like	VB	like
to	TO	to
stress	VB	stress
that	IN	that
this	DT	this
also	RB	also
applies	VBZ	apply
to	TO	to
those	DT	those
who	WP	who
suffered	VBD	suffer
the	DT	the
effects	NNS	effect
of	IN	of
the	DT	the
other	JJ	other
storms	NNS	storm
at	IN	at
the	DT	the
beginning	NN	beginning
of	IN	of
December	NNP	December
in	IN	in
Denmark	NNP	Denmark
,	,	,
the	DT	the
United	NNP	United
Kingdom	NNP	Kingdom
and	CC	and
in	IN	in
Sweden	NNP	Sweden
.	.	.

I	PRP	i
know	VBP	know
that	IN	that
Parliament	NNP	Parliament
adopted	VBD	adopt
a	DT	a
previous	JJ	previous
resolution	NN	resolution
to	TO	to
this	DT	this
effect	NN	effect
,	,	,
on	IN	on
16	CD	@card@
December	NNP	December
last	JJ	last
year	NN	year
.	.	.

<P>	RB	<unknown>
I	PRP	i
hope	VBP	hope
you	PRP	you
do	VBP	do
not	RB	not
mind	VB	mind
if	IN	if
I	PRP	i
stress	VBP	stress
,	,	,
even	RB	even
though	IN	though
I	PRP	i
have	VBP	have
already	RB	already
said	VBD	say
it	PRP	it
twice	RB	twice
,	,	,
that	IN	that
this	DT	this
applies	VBZ	apply
to	TO	to
Greece	NNP	Greece
too	RB	too
,	,	,
with	IN	with
regard	NN	regard
to	TO	to
the	DT	the
consequences	NNS	consequence
of	IN	of
the	DT	the
earthquake	NN	earthquake
which	WDT	which
occurred	VBD	occur
at	IN	at
the	DT	the
beginning	NN	beginning
of	IN	of
September	NNP	September
,	,	,
in	IN	in
accordance	NN	accordance
with	IN	with
Objective	NNP	Objective
1	CD	@card@
of	IN	of
the	DT	the
Cohesion	NNP	Cohesion
Fund	NNP	Fund
.	.	.

<P>	NNP	<unknown>
Ladies	NNPS	Ladie
and	CC	and
gentlemen	NNS	gentleman
,	,	,
my	PRP$	my
colleague	NN	colleague
,	,	,
Franz	NNP	Franz
Fischler	NNP	Fischler
,	,	,
adopts	VBZ	adopt
the	DT	the
same	JJ	same
approach	NN	approach
with	IN	with
regard	NN	regard
to	TO	to
rural	JJ	rural
development	NN	development
.	.	.

Following	VBG	follow
the	DT	the
reform	NN	reform
of	IN	of
the	DT	the
common	JJ	common
agricultural	JJ	agricultural
policy	NN	policy
which	WDT	which
your	PRP$	your
Parliament	NNP	Parliament
approved	VBD	approve
last	JJ	last
year	NN	year
,	,	,
measures	NNS	measure
for	IN	for
rural	JJ	rural
development	NN	development
can	MD	can
,	,	,
for	IN	for
the	DT	the
first	JJ	first
time	NN	time
,	,	,
be	VB	be
cofinanced	VBN	cofinance
throughout	IN	throughout
the	DT	the
Union	NNP	Union
'	''	'
s	POS	s
rural	JJ	rural
areas	NNS	area
by	IN	by
the	DT	the
'	''	'
Guarantee	NNP	Guarantee
'	''	'
section	NN	section
of	IN	of
the	DT	the
EAGGF	NNP	EAGGF
.	.	.

France	NNP	France
will	MD	will
therefore	RB	therefore
benefit	VB	benefit
by	IN	by
EUR	NNP	EUR
760	CD	@card@
million	CD	million
per	IN	per
year	NN	year
,	,	,
Germany	NNP	Germany
by	IN	by
EUR	NNP	EUR
700	CD	@card@
million	CD	million
and	CC	and
Austria	NNP	Austria
by	IN	by
EUR	NNP	EUR
423	CD	423
million	CD	million
.	.	.

This	DT	this
aid	NN	aid
is	VBZ	be
available	JJ	available
for	IN	for
devastated	JJ	devastated
regions	NNS	region
and	CC	and
is	VBZ	be
not	RB	not
constrained	VBN	constrain
by	IN	by
the	DT	the
zoning	NN	zoning
which	WDT	which
I	PRP	i
am	VBP	be
bound	VBN	bind
to	TO	to
apply	VB	apply
under	IN	under
Objective	NNP	Objective
2	CD	@card@
.	.	.

Of	IN	of
the	DT	the
measures	NNS	measure
eligible	JJ	eligible
under	IN	under
the	DT	the
EAGGF	NNP	EAGGF
Guarantee	NNP	Guarantee
section	NN	section
,	,	,
I	PRP	i
would	MD	would
like	VB	like
to	TO	to
mention	VB	mention
restoring	VBG	restore
agricultural	JJ	agricultural
and	CC	and
forestry	NN	forestry
production	NN	production
potential	NN	potential
which	WDT	which
has	VBZ	have
been	VBN	be
damaged	VBN	damage
,	,	,
reforestation	NN	reforestation
,	,	,
infrastructures	NNS	infrastructure
for	IN	for
country	NN	country
roads	NNS	road
and	CC	and
infrastructures	NNS	infrastructure
for	IN	for
prevention	NN	prevention
and	CC	and
protection	NN	protection
such	JJ	such
as	IN	as
dykes	NNS	dyke
and	CC	and
warning	NN	warning
systems	NNS	system
.	.	.

In	IN	in
this	DT	this
context	NN	context
,	,	,
probably	RB	probably
the	DT	the
most	RBS	most
special	JJ	special
case	NN	case
is	VBZ	be
that	IN	that
of	IN	of
the	DT	the
timber	NN	timber
industry	NN	industry
,	,	,
which	WDT	which
has	VBZ	have
been	VBN	be
affected	VBN	affect
particularly	RB	particularly
badly	RB	badly
by	IN	by
these	DT	these
storms	NNS	storm
and	CC	and
to	TO	to
which	WDT	which
we	PRP	we
will	MD	will
be	VB	be
devoting	VBG	devote
all	PDT	all
our	PRP$	our
attention	NN	attention
,	,	,
in	IN	in
both	DT	both
economic	JJ	economic
and	CC	and
environmental	JJ	environmental
terms	NNS	term
.	.	.

I	PRP	i
would	MD	would
like	VB	like
to	TO	to
say	VB	say
that	IN	that
the	DT	the
EAGGF	NNP	EAGGF
could	MD	could
also	RB	also
allocate	VB	allocate
a	DT	a
Community	NNP	Community
cofinancing	NN	cofinancing
grant	NN	grant
for	IN	for
the	DT	the
storage	NN	storage
of	IN	of
wood	NN	wood
.	.	.

<P>	NNP	<unknown>
Furthermore	RB	furthermore
,	,	,
in	IN	in
the	DT	the
fisheries	NNS	fishery
sector	NN	sector
,	,	,
it	PRP	it
is	VBZ	be
also	RB	also
possible	JJ	possible
to	TO	to
employ	VB	employ
the	DT	the
structural	JJ	structural
instruments	NNS	instrument
for	IN	for
cofinancing	NN	cofinancing
grants	NNS	grant
.	.	.

France	NNP	France
would	MD	would
thus	RB	thus
have	VB	have
access	NN	access
to	TO	to
EUR	NNP	EUR
225	CD	225
million	CD	million
for	IN	for
the	DT	the
period	NN	period
2000-2006	CD	2000-2006
.	.	.

Community	NN	community
aid	NN	aid
will	MD	will
thus	RB	thus
be	VB	be
able	JJ	able
to	TO	to
contribute	VB	contribute
to	TO	to
compensating	VBG	compensate
fishermen	NNS	fisherman
and	CC	and
boat-owners	NNS	boat-owner
for	IN	for
the	DT	the
temporary	JJ	temporary
cessation	NN	cessation
of	IN	of
their	PRP$	<unknown>
activities	NNS	activity
in	IN	in
case	NN	case
of	IN	of
unforeseen	JJ	unforeseen
events	NNS	event
,	,	,
up	IN	up
to	TO	to
a	DT	a
maximum	NN	maximum
of	IN	of
two	CD	two
months	NNS	month
per	IN	per
year	NN	year
.	.	.

It	PRP	it
is	VBZ	be
also	RB	also
conceivable	JJ	conceivable
that	IN	that
the	DT	the
Financial	NNP	Financial
Instrument	NNP	Instrument
for	IN	for
Fisheries	NNP	Fisheries
Guidance	NNP	Guidance
,	,	,
FIFG	NNP	FIFG
,	,	,
will	MD	will
be	VB	be
able	JJ	able
to	TO	to
provide	VB	provide
assistance	NN	assistance
which	WDT	which
could	MD	could
be	VB	be
used	VBN	use
for	IN	for
standard	JJ	standard
investment	NN	investment
projects	NNS	project
.	.	.

I	PRP	i
am	VBP	be
thinking	VBG	think
here	RB	here
of	IN	of
fish-farming	JJ	fish-farming
equipment	NN	equipment
,	,	,
community	NN	community
facilities	NNS	facility
,	,	,
restructuring	NN	restructuring
,	,	,
developing	VBG	develop
fish-farming	JJ	fish-farming
sites	NNS	site
,	,	,
equipping	VBG	equip
fishing	NN	fishing
harbours	NNS	harbour
,	,	,
modernising	NN	modernising
boats	NNS	boat
,	,	,
and	CC	and
I	PRP	i
have	VBP	have
already	RB	already
discussed	VBN	discuss
these	DT	these
matters	NNS	matter
with	IN	with
Franz	NNP	Franz
Fischler	NNP	Fischler
.	.	.

Finally	RB	finally
,	,	,
following	VBG	follow
consultation	NN	consultation
of	IN	of
course	NN	course
with	IN	with
my	PRP$	my
colleague	NN	colleague
,	,	,
Mario	NNP	Mario
Monti	NNP	Monti
,	,	,
the	DT	the
Commission	NNP	Commission
would	MD	would
like	VB	like
to	TO	to
underline	VB	underline
the	DT	the
fact	NN	fact
that	IN	that
State	NNP	State
aid	NN	aid
earmarked	VBD	earmark
for	IN	for
making	VBG	make
good	JJ	good
the	DT	the
damage	NN	damage
caused	VBN	cause
by	IN	by
natural	JJ	natural
disasters	NNS	disaster
or	CC	or
other	JJ	other
extraordinary	JJ	extraordinary
events	NNS	event
can	MD	can
be	VB	be
considered	VBN	consider
compatible	JJ	compatible
with	IN	with
the	DT	the
common	JJ	common
market	NN	market
.	.	.

It	PRP	it
would	MD	would
therefore	RB	therefore
,	,	,
in	IN	in
these	DT	these
circumstances	NNS	circumstance
,	,	,
be	VB	be
authorised	VBN	authorise
by	IN	by
the	DT	the
Commission	NNP	Commission
.	.	.

<P>	VBP	<unknown>
We	PRP	we
can	MD	can
,	,	,
then	RB	then
,	,	,
embark	VB	embark
on	IN	on
various	JJ	various
courses	NNS	course
of	IN	of
action	NN	action
straight	RB	straight
away	RB	away
,	,	,
for	IN	for
example	NN	example
in	IN	in
the	DT	the
area	NN	area
of	IN	of
energy	NN	energy
,	,	,
within	IN	within
the	DT	the
framework	NN	framework
of	IN	of
the	DT	the
Trans-European	NNP	Trans-European
Energy	NNP	Energy
Networks	NNPS	Networks
.	.	.

I	PRP	i
know	VBP	know
that	IN	that
where	WRB	where
the	DT	the
transmission	NN	transmission
of	IN	of
energy	NN	energy
is	VBZ	be
concerned	VBN	concern
,	,	,
there	EX	there
are	VBP	be
many	JJ	many
technical	JJ	technical
problems	NNS	problem
,	,	,
particularly	RB	particularly
in	IN	in
the	DT	the
transmission	NN	transmission
of	IN	of
very	RB	very
high	JJ	high
voltage	NN	voltage
energy	NN	energy
.	.	.

Nevertheless	RB	nevertheless
,	,	,
looking	VBG	look
back	RB	back
to	TO	to
my	PRP$	my
