<CHAPTER	NNP	<CHAPTER
case	NN	case
?	.	?

<SPEAKER	NN	<unknown>
ID=152	NN	<unknown>
NAME="Barnier">	NNP	<unknown>
Mr	NNP	Mr
Haarder	NNP	Haarder
,	,	,
to	TO	to
my	PRP$	my
knowledge	NN	knowledge
no	DT	no
official	NN	official
has	VBZ	have
been	VBN	be
authorised	VBN	authorise
to	TO	to
say	VB	say
such	PDT	such
a	DT	a
thing	NN	thing
.	.	.

My	PRP$	my
personal	JJ	personal
opinion	NN	opinion
is	VBZ	be
that	IN	that
it	PRP	it
would	MD	would
be	VB	be
wrong	JJ	wrong
and	CC	and
unfair	JJ	unfair
to	TO	to
penalise	VB	penalise
the	DT	the
Austrian	JJ	Austrian
people	NNS	people
,	,	,
businesses	NNS	business
and	CC	and
employees	NNS	employee
because	IN	because
of	IN	of
concerns	NNS	concern
prompted	VBN	prompt
by	IN	by
the	DT	the
establishment	NN	establishment
in	IN	in
Austria	NNP	Austria
of	IN	of
a	DT	a
new	JJ	new
government	NN	government
coalition	NN	coalition
.	.	.

Therefore	RB	therefore
,	,	,
subject	JJ	subject
to	TO	to
verification	NN	verification
which	WDT	which
I	PRP	i
or	CC	or
someone	NN	someone
else	RB	else
will	MD	will
give	VB	give
immediately	RB	immediately
after	IN	after
this	DT	this
sitting	NN	sitting
,	,	,
I	PRP	i
can	MD	can
confirm	VB	confirm
what	WP	what
you	PRP	you
have	VBP	have
just	RB	just
said	VBD	say
,	,	,
that	IN	that
the	DT	the
Commission	NNP	Commission
has	VBZ	have
never	RB	never
said	VBD	say
or	CC	or
authorised	VBN	authorise
anything	NN	anything
of	IN	of
this	DT	this
sort	NN	sort
.	.	.

<P>	NNP	<unknown>
Generally	RB	generally
speaking	VBG	speak
,	,	,
there	EX	there
are	VBP	be
other	JJ	other
lessons	NNS	lesson
to	TO	to
be	VB	be
learnt	JJ	learnt
from	IN	from
what	WP	what
is	VBZ	be
happening	VBG	happen
in	IN	in
Austria	NNP	Austria
.	.	.

I	PRP	i
have	VBP	have
myself	PRP	myself
suggested	VBN	suggest
various	JJ	various
possible	JJ	possible
responses	NNS	response
to	TO	to
this	DT	this
challenge	NN	challenge
which	WDT	which
serves	VBZ	serve
to	TO	to
remind	VB	remind
us	PRP	us
all	DT	all
once	RB	once
more	JJR	more
what	WP	what
we	PRP	we
have	VBP	have
been	VBN	be
doing	VBG	do
together	RB	together
since	IN	since
1957	CD	1957
.	.	.

This	DT	this
is	VBZ	be
an	DT	an
economic	JJ	economic
community	NN	community
,	,	,
of	IN	of
course	NN	course
,	,	,
but	CC	but
it	PRP	it
is	VBZ	be
also	RB	also
,	,	,
primarily	RB	primarily
,	,	,
a	DT	a
community	NN	community
of	IN	of
values	NNS	value
.	.	.

This	DT	this
is	VBZ	be
why	WRB	why
we	PRP	we
are	VBP	be
drawing	VBG	draw
up	RP	up
a	DT	a
Charter	NNP	Charter
of	IN	of
Fundamental	NNP	Fundamental
Rights	NNPS	Rights
which	WDT	which
will	MD	will
more	RBR	more
widely	RB	widely
and	CC	and
more	RBR	more
clearly	RB	clearly
protect	VB	protect
our	PRP$	our
citizens	NNS	citizen
on	IN	on
an	DT	an
individual	JJ	individual
basis	NN	basis
.	.	.

This	DT	this
is	VBZ	be
why	WRB	why
we	PRP	we
have	VBP	have
Article	NNP	Article
13	CD	@card@
of	IN	of
the	DT	the
EC	NNP	EC
Treaty	NNP	Treaty
on	IN	on
discrimination	NN	discrimination
which	WDT	which
we	PRP	we
proposed	VBD	propose
,	,	,
in	IN	in
our	PRP$	our
opinion	NN	opinion
of	IN	of
26	CD	@card@
January	NNP	January
even	RB	even
before	IN	before
the	DT	the
Austrian	JJ	Austrian
crisis	NN	crisis
,	,	,
should	MD	should
be	VB	be
applied	VBN	apply
after	IN	after
the	DT	the
IGC	NNP	IGC
by	IN	by
qualified	VBN	qualify
majority	NN	majority
rather	RB	rather
than	IN	than
by	IN	by
unanimity	NN	unanimity
.	.	.

This	DT	this
is	VBZ	be
why	WRB	why
I	PRP	i
personally	RB	personally
have	VBP	have
an	DT	an
idea	NN	idea
to	TO	to
supplement	VB	supplement
Article	NNP	Article
7	CD	@card@
of	IN	of
the	DT	the
EU	NNP	EU
Treaty	NNP	Treaty
with	IN	with
a	DT	a
new	JJ	new
paragraph	NN	paragraph
which	WDT	which
would	MD	would
give	VB	give
the	DT	the
democratic	JJ	democratic
warning	NN	warning
or	CC	or
monitoring	NN	monitoring
procedure	NN	procedure
a	DT	a
legal	JJ	legal
basis	NN	basis
.	.	.

Finally	RB	finally
,	,	,
this	DT	this
is	VBZ	be
why	WRB	why
we	PRP	we
have	VBP	have
public	JJ	public
debate	NN	debate
.	.	.

The	DT	the
only	JJ	only
way	NN	way
to	TO	to
eliminate	VB	eliminate
misconceived	VBN	misconceive
ideas	NNS	idea
is	VBZ	be
to	TO	to
offer	VB	offer
alternatives	NNS	alternative
,	,	,
which	WDT	which
brings	VBZ	bring
me	PRP	me
back	RB	back
to	TO	to
the	DT	the
subject	NN	subject
of	IN	of
our	PRP$	our
discussion	NN	discussion
.	.	.

I	PRP	i
firmly	RB	firmly
believe	VBP	believe
in	IN	in
the	DT	the
democratic	JJ	democratic
force	NN	force
and	CC	and
value	NN	value
of	IN	of
debate	NN	debate
,	,	,
particularly	RB	particularly
to	TO	to
fight	VB	fight
against	IN	against
demagoguery	NN	demagoguery
.	.	.

<SPEAKER	NN	<unknown>
ID=153	NNP	<unknown>
NAME="Beazley">	NNP	<unknown>
Commissioner	NNP	Commissioner
Barnier	NNP	Barnier
,	,	,
you	PRP	you
laid	VBD	lay
great	JJ	great
stress	NN	stress
in	IN	in
your	PRP$	your
statement	NN	statement
on	IN	on
the	DT	the
importance	NN	importance
of	IN	of
dialogue	NN	dialogue
with	IN	with
the	DT	the
citizens	NNS	citizen
of	IN	of
Europe	NNP	Europe
.	.	.

With	IN	with
reference	NN	reference
to	TO	to
the	DT	the
IGC	NNP	IGC
,	,	,
as	IN	as
you	PRP	you
know	VBP	know
,	,	,
under	IN	under
the	DT	the
Helsinki	NNP	Helsinki
decisions	NNS	decision
the	DT	the
Portuguese	NNP	Portuguese
Presidency	NNP	Presidency
was	VBD	be
given	VBN	give
the	DT	the
specific	JJ	specific
entitlement	NN	entitlement
to	TO	to
add	VB	add
to	TO	to
the	DT	the
agenda	NN	agenda
of	IN	of
the	DT	the
IGC	NNP	IGC
during	IN	during
the	DT	the
course	NN	course
of	IN	of
the	DT	the
IGC	NNP	IGC
.	.	.

Clearly	RB	clearly
,	,	,
Parliament	NNP	Parliament
has	VBZ	have
its	PRP$	its
own	JJ	own
representatives	NNS	representative
present	JJ	present
,	,	,
Mr	NNP	Mr
Brok	NNP	Brok
and	CC	and
Mr	NNP	Mr
Tsatsos	NNP	Tsatsos
.	.	.

But	CC	but
would	MD	would
you	PRP	you
,	,	,
Commissioner	NNP	Commissioner
,	,	,
also	RB	also
be	VB	be
in	IN	in
a	DT	a
position	NN	position
to	TO	to
give	VB	give
an	DT	an
undertaking	NN	undertaking
that	IN	that
if	IN	if
and	CC	and
when	WRB	when
the	DT	the
agenda	NN	agenda
is	VBZ	be
enlarged	VBN	enlarge
by	IN	by
the	DT	the
Council	NNP	Council
you	PRP	you
would	MD	would
report	VB	report
this	DT	this
to	TO	to
Parliament	NNP	Parliament
so	IN	so
that	IN	that
we	PRP	we
could	MD	could
discuss	VB	discuss
it	PRP	it
amongst	IN	amongst
ourselves	PRP	<unknown>
and	CC	and
indeed	RB	indeed
with	IN	with
you	PRP	you
,	,	,
with	IN	with
the	DT	the
intention	NN	intention
of	IN	of
continuing	VBG	continue
that	DT	that
dialogue	NN	dialogue
with	IN	with
the	DT	the
citizens	NNS	citizen
on	IN	on
which	WDT	which
you	PRP	you
have	VBP	have
laid	VBN	lay
such	JJ	such
stress	NN	stress
?	.	?

<SPEAKER	NN	<unknown>
ID=154	NN	<unknown>
NAME="Barnier">	NNP	<unknown>
Mr	NNP	Mr
Beazley	NNP	Beazley
,	,	,
my	PRP$	my
answer	NN	answer
is	VBZ	be
clearly	RB	clearly
yes	RB	yes
but	CC	but
that	DT	that
is	VBZ	be
no	DT	no
surprise	NN	surprise
.	.	.

Mr	NNP	Mr
Napolitano	NNP	Napolitano
,	,	,
the	DT	the
chairman	NN	chairman
,	,	,
and	CC	and
many	JJ	many
other	JJ	other
members	NNS	member
of	IN	of
the	DT	the
Committee	NNP	Committee
on	IN	on
Constitutional	NNP	Constitutional
Affairs	NNP	Affairs
and	CC	and
even	RB	even
more	JJR	more
MEPs	NNS	MEP
in	IN	in
this	DT	this
House	NNP	House
know	VBP	know
that	IN	that
,	,	,
on	IN	on
behalf	NN	behalf
of	IN	of
the	DT	the
Commission	NNP	Commission
,	,	,
I	PRP	i
will	MD	will
be	VB	be
available	JJ	available
to	TO	to
tell	VB	tell
you	PRP	you
how	WRB	how
things	NNS	thing
are	VBP	be
going	VBG	go
as	IN	as
they	PRP	they
happen	VBP	happen
throughout	IN	throughout
these	DT	these
negotiations	NNS	negotiation
,	,	,
in	IN	in
a	DT	a
spirit	NN	spirit
of	IN	of
transparency	NN	transparency
.	.	.

I	PRP	i
will	MD	will
perhaps	RB	perhaps
say	VB	say
this	DT	this
differently	RB	differently
from	IN	from
Mr	NNP	Mr
Tsatsos	NNP	Tsatsos
and	CC	and
Mr	NNP	Mr
Brok	NNP	Brok
who	WP	who
are	VBP	be
your	PRP$	your
direct	JJ	direct
representatives	NNS	representative
but	CC	but
it	PRP	it
is	VBZ	be
also	RB	also
probable	JJ	probable
that	IN	that
,	,	,
in	IN	in
many	JJ	many
cases	NNS	case
,	,	,
we	PRP	we
will	MD	will
say	VB	say
this	DT	this
together	RB	together
.	.	.

<P>	NNP	<unknown>
It	PRP	it
is	VBZ	be
very	RB	very
important	JJ	important
that	IN	that
these	DT	these
negotiations	NNS	negotiation
is	VBZ	be
not	RB	not
secretive	JJ	secretive
with	IN	with
the	DT	the
European	NNP	European
Parliament	NNP	Parliament
or	CC	or
the	DT	the
national	JJ	national
parliaments	NNS	parliament
which	WDT	which
,	,	,
when	WRB	when
all	DT	all
said	VBD	say
and	CC	and
done	VBN	do
,	,	,
will	MD	will
have	VB	have
their	PRP$	<unknown>
opinions	NNS	opinion
to	TO	to
give	VB	give
and	CC	and
their	PRP$	<unknown>
positions	NNS	position
to	TO	to
take	VB	take
in	RP	in
the	DT	the
ratification	NN	ratification
process	NN	process
.	.	.

This	DT	this
is	VBZ	be
why	WRB	why
I	PRP	i
congratulate	VBP	congratulate
Mr	NNP	Mr
Napolitano	NNP	Napolitano
'	''	'
s	POS	s
initiative	NN	initiative
for	IN	for
regular	JJ	regular
joint	JJ	joint
consultation	NN	consultation
between	IN	between
the	DT	the
national	JJ	national
parliaments	NNS	parliament
of	IN	of
the	DT	the
Fifteen	CD	fifteen
and	CC	and
the	DT	the
European	NNP	European
Parliament	NNP	Parliament
.	.	.

Having	VBG	have
said	VBD	say
that	DT	that
,	,	,
the	DT	the
duty	NN	duty
of	IN	of
transparency	NN	transparency
and	CC	and
debate	NN	debate
starts	NNS	start
here	RB	here
with	IN	with
regard	NN	regard
to	TO	to
the	DT	the
reform	NN	reform
of	IN	of
the	DT	the
institutions	NNS	institution
.	.	.

I	PRP	i
will	MD	will
therefore	RB	therefore
be	VB	be
available	JJ	available
whenever	WRB	whenever
you	PRP	you
want	VBP	want
in	IN	in
order	NN	order
to	TO	to
inform	VB	inform
you	PRP	you
of	IN	of
our	PRP$	our
positions	NNS	position
and	CC	and
the	DT	the
progress	NN	progress
being	VBG	be
made	VBN	make
in	IN	in
these	DT	these
negotiations	NNS	negotiation
throughout	IN	throughout
this	DT	this
year	NN	year
.	.	.

<SPEAKER	NN	<unknown>
ID=155	CD	<unknown>
LANGUAGE="NL	NNP	<unknown>
"	NNP	"
NAME="Maij-Weggen">	NNP	<unknown>
Mr	NNP	Mr
President	NNP	President
,	,	,
firstly	RB	firstly
I	PRP	i
would	MD	would
like	VB	like
to	TO	to
compliment	VB	compliment
the	DT	the
Commission	NNP	Commission
on	IN	on
its	PRP$	its
approach	NN	approach
.	.	.

I	PRP	i
think	VBP	think
it	PRP	it
is	VBZ	be
extremely	RB	extremely
useful	JJ	useful
to	TO	to
open	VB	open
up	RP	up
the	DT	the
communication	NN	communication
channels	NNS	channel
with	IN	with
the	DT	the
citizen	NN	citizen
at	IN	at
an	DT	an
early	JJ	early
stage	NN	stage
.	.	.

This	DT	this
did	VBD	do
not	RB	not
really	RB	really
happen	VB	happen
for	IN	for
the	DT	the
Treaty	NNP	Treaty
of	IN	of
Amsterdam	NNP	Amsterdam
or	CC	or
the	DT	the
Treaty	NNP	Treaty
of	IN	of
Maastricht	NNP	Maastricht
and	CC	and
this	DT	this
has	VBZ	have
only	RB	only
led	VBN	lead
to	TO	to
a	DT	a
great	JJ	great
deal	NN	deal
of	IN	of
mistrust	NN	mistrust
.	.	.

<P>	RB	<unknown>
I	PRP	i
have	VBP	have
two	CD	two
questions	NNS	question
.	.	.

Firstly	RB	firstly
,	,	,
you	PRP	you
mentioned	VBD	mention
that	IN	that
you	PRP	you
will	MD	will
start	VB	start
a	DT	a
two-way	JJ	two-way
dialogue	NN	dialogue
with	IN	with
the	DT	the
citizens	NNS	citizen
and	CC	and
I	PRP	i
am	VBP	be
already	RB	already
making	VBG	make
a	DT	a
start	NN	start
with	IN	with
the	DT	the
700	CD	@card@
placement	NN	placement
students	NNS	student
at	IN	at
the	DT	the
European	NNP	European
Commission	NNP	Commission
.	.	.

Do	VBP	do
you	PRP	you
intend	VB	intend
to	TO	to
address	VB	address
the	DT	the
citizens	NNS	citizen
via	IN	via
the	DT	the
media	NNS	medium
as	IN	as
well	RB	well
,	,	,
that	DT	that
is	VBZ	be
to	TO	to
say	VB	say
via	IN	via
the	DT	the
television	NN	television
and	CC	and
Internet	NNP	Internet
?	.	?

<P>	IN	<unknown>
My	PRP$	my
second	JJ	second
question	NN	question
is	VBZ	be
of	IN	of
a	DT	a
critical	JJ	critical
nature	NN	nature
.	.	.

The	DT	the
European	NNP	European
Commission	NNP	Commission
has	VBZ	have
just	RB	just
issued	VBN	issue
a	DT	a
proposal	NN	proposal
on	IN	on
transparency	NN	transparency
.	.	.

If	IN	if
I	PRP	i
compare	VBP	compare
this	DT	this
with	IN	with
the	DT	the
transparency	NN	transparency
proposal	NN	proposal
which	WDT	which
pertains	VBZ	pertain
to	TO	to
legislation	NN	legislation
in	IN	in
the	DT	the
Netherlands	NNP	Netherlands
,	,	,
then	RB	then
the	DT	the
European	JJ	European
model	NN	model
is	VBZ	be
vastly	RB	vastly
overshadowed	VBN	overshadow
by	IN	by
the	DT	the
Dutch	JJ	Dutch
model	NN	model
,	,	,
and	CC	and
that	DT	that
proposal	NN	proposal
has	VBZ	have
met	VBN	meet
with	IN	with
a	DT	a
lot	NN	lot
of	IN	of
criticism	NN	criticism
in	IN	in
the	DT	the
Netherlands	NNP	Netherlands
.	.	.

My	PRP$	my
question	NN	question
is	VBZ	be
really	RB	really
:	:	:
how	WRB	how
do	VBP	do
you	PRP	you
intend	VB	intend
to	TO	to
organise	VB	organise
transparency	NN	transparency
with	IN	with
regard	NN	regard
to	TO	to
the	DT	the
IGC	NNP	IGC
,	,	,
because	IN	because
the	DT	the
present	JJ	present
directive	NN	directive
is	VBZ	be
not	RB	not
a	DT	a
good	JJ	good
example	NN	example
of	IN	of
this	DT	this
.	.	.

<SPEAKER	NN	<unknown>
ID=156	NNP	<unknown>
NAME="Barnier">	NNP	<unknown>
Mrs	NNP	Mrs
Maij-Weggen	NNP	Maij-Weggen
,	,	,
given	VBN	give
that	IN	that
we	PRP	we
are	VBP	be
talking	VBG	talk
about	IN	about
ensuring	VBG	ensure
transparency	NN	transparency
in	IN	in
the	DT	the
IGC	NNP	IGC
,	,	,
it	PRP	it
is	VBZ	be
clear	JJ	clear
how	WRB	how
business	NN	business
will	MD	will
be	VB	be
conducted	VBN	conduct
and	CC	and
the	DT	the
negotiations	NNS	negotiation
are	VBP	be
starting	VBG	start
right	RB	right
now	RB	now
.	.	.

The	DT	the
group	NN	group
of	IN	of
representatives	NNS	representative
is	VBZ	be
currently	RB	currently
meeting	VBG	meet
in	IN	in
Brussels	NNP	Brussels
and	CC	and
I	PRP	i
will	MD	will
try	VB	try
to	TO	to
join	VB	join
them	PRP	them
as	RB	as
soon	RB	soon
as	IN	as
possible	JJ	possible
.	.	.

The	DT	the
documents	NNS	document
will	MD	will
in	IN	in
the	DT	the
main	JJ	main
be	VB	be
open	JJ	open
working	VBG	work
documents	NNS	document
.	.	.

Although	IN	although
the	DT	the
negotiation	NN	negotiation
sessions	NNS	session
which	WDT	which
will	MD	will
take	VB	take
place	NN	place
throughout	IN	throughout
the	DT	the
year	NN	year
between	IN	between
ministers	NNS	minister
and	CC	and
the	DT	the
European	NNP	European
Council	NNP	Council
will	MD	will
not	RB	not
be	VB	be
open	JJ	open
to	TO	to
the	DT	the
media	NNS	medium
,	,	,
I	PRP	i
am	VBP	be
committed	VBN	commit
,	,	,
as	IN	as
I	PRP	i
must	MD	must
be	VB	be
at	IN	at
this	DT	this
stage	NN	stage
,	,	,
to	TO	to
ensuring	VBG	ensure
this	DT	this
transparency	NN	transparency
and	CC	and
reporting	NN	reporting
in	IN	in
the	DT	the
most	RBS	most
appropriate	JJ	appropriate
arenas	NNS	arena
on	IN	on
these	DT	these
negotiations	NNS	negotiation
and	CC	and
the	DT	the
Commission	NNP	Commission
'	''	'
s	POS	s
viewpoint	NN	viewpoint
.	.	.

<P>	RB	<unknown>
I	PRP	i
can	MD	can
confirm	VB	confirm
,	,	,
and	CC	and
thank	VB	thank
you	PRP	you
for	IN	for
having	VBG	have
asked	VBD	ask
me	PRP	me
about	IN	about
this	DT	this
,	,	,
that	IN	that
we	PRP	we
will	MD	will
use	VB	use
all	PDT	all
the	DT	the
most	RBS	most
modern	JJ	modern
means	NNS	mean
,	,	,
television	NN	television
in	IN	in
particular	JJ	particular
,	,	,
to	TO	to
broadcast	VB	broadcast
our	PRP$	our
public	JJ	public
debates	NNS	debate
in	IN	in
each	DT	each
country	NN	country
and	CC	and
even	RB	even
across	IN	across
Europe	NNP	Europe
.	.	.

We	PRP	we
will	MD	will
open	VB	open
an	DT	an
Internet	NNP	Internet
forum	NN	forum
and	CC	and
create	VB	create
permanent	JJ	permanent
discussion	NN	discussion
forums	NNS	forum
.	.	.

The	DT	the
Commissioners	NNPS	Commissioners
will	MD	will
undertake	VB	undertake
to	TO	to
respond	VB	respond
rapidly	RB	rapidly
to	TO	to
any	DT	any
questions	NNS	question
raised	VBN	raise
.	.	.

These	DT	these
are	VBP	be
the	DT	the
modern	JJ	modern
means	NNS	mean
to	TO	to
be	VB	be
used	VBN	use
.	.	.

<P>	NNP	<unknown>
However	RB	however
,	,	,
I	PRP	i
believe	VBP	believe
we	PRP	we
must	MD	must
also	RB	also
make	VB	make
the	DT	the
effort	NN	effort
to	TO	to
get	VB	get
as	RB	as
close	RB	close
as	IN	as
possible	JJ	possible
to	TO	to
the	DT	the
people	NNS	people
.	.	.

Although	IN	although
this	DT	this
may	MD	may
be	VB	be
a	DT	a
rather	RB	rather
Utopian	JJ	Utopian
ideal	NN	ideal
,	,	,
I	PRP	i
want	VBP	want
a	DT	a
Commissioner	NNP	Commissioner
,	,	,
when	WRB	when
he	PRP	he
can	MD	can
,	,	,
an	DT	an
MEP	NNP	MEP
,	,	,
a	DT	a
minister	NN	minister
to	TO	to
attend	VB	attend
public	JJ	public
debates	NNS	debate
in	IN	in
all	PDT	all
the	DT	the
regions	NNS	region
of	IN	of
Europe	NNP	Europe
.	.	.

I	PRP	i
have	VBP	have
evidence	NN	evidence
that	IN	that
this	DT	this
is	VBZ	be
possible	JJ	possible
.	.	.

The	DT	the
majority	NN	majority
of	IN	of
you	PRP	you
hold	VBP	hold
these	DT	these
debates	NNS	debate
in	IN	in
your	PRP$	your
constituencies	NNS	constituency
and	CC	and
regions	NNS	region
.	.	.

Although	IN	although
this	DT	this
may	MD	may
seem	VB	seem
rather	RB	rather
egotistical	JJ	egotistical
,	,	,
I	PRP	i
want	VBP	want
the	DT	the
Commission	NNP	Commission
,	,	,
in	IN	in
the	DT	the
minds	NNS	mind
of	IN	of
the	DT	the
people	NNS	people
,	,	,
to	TO	to
have	VB	have
a	DT	a
face	NN	face
and	CC	and
for	IN	for
those	DT	those
people	NNS	people
forming	VBG	form
the	DT	the
Commission	NNP	Commission
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
meet	VB	meet
our	PRP$	our
citizens	NNS	citizen
as	RB	as
often	RB	often
as	IN	as
possible	JJ	possible
.	.	.

<SPEAKER	NN	<unknown>
ID=157	NNP	<unknown>
NAME="Corbett">	NNP	<unknown>
Mr	NNP	Mr
President	NNP	President
,	,	,
I	PRP	i
welcome	VBP	welcome
Mr	NNP	Mr
Barnier	NNP	Barnier
'	''	'
s	POS	s
commitment	NN	commitment
to	TO	to
go	VB	go
to	TO	to
the	DT	the
regions	NNS	region
,	,	,
both	DT	both
to	TO	to
explain	VB	explain
and	CC	and
to	TO	to
listen	VB	listen
to	TO	to
what	WP	what
citizens	NNS	citizen
have	VBP	have
to	TO	to
say	VB	say
.	.	.

I	PRP	i
would	MD	would
like	VB	like
to	TO	to
invite	VB	invite
him	PRP	him
to	TO	to
my	PRP$	my
own	JJ	own
region	NN	region
of	IN	of
Yorkshire	NNP	Yorkshire
,	,	,
a	DT	a
major	JJ	major
European	JJ	European
region	NN	region
that	WDT	that
is	VBZ	be
a	DT	a
full	JJ	full
participant	NN	participant
in	IN	in
the	DT	the
single	JJ	single
European	JJ	European
market	NN	market
and	CC	and
a	DT	a
major	JJ	major
recipient	NN	recipient
of	IN	of
European	JJ	European
structural	JJ	structural
funding	NN	funding
.	.	.

He	PRP	he
can	MD	can
come	VB	come
with	IN	with
both	DT	both
the	DT	the
hats	NNS	hat
that	IN	that
he	PRP	he
wears	VBZ	wear
as	IN	as
a	DT	a
Commissioner	NNP	Commissioner
.	.	.

<P>	UH	<unknown>
I	PRP	i
would	MD	would
like	VB	like
to	TO	to
ask	VB	ask
him	PRP	him
how	WRB	how
vigorous	JJ	vigorous
the	DT	the
Commission	NNP	Commission
will	MD	will
be	VB	be
in	IN	in
this	DT	this
information	NN	information
campaign	NN	campaign
?	.	?

In	IN	in
some	DT	some
Member	NNP	Member
States	NNPS	States
it	PRP	it
is	VBZ	be
not	RB	not
just	RB	just
a	DT	a
matter	NN	matter
of	IN	of
providing	VBG	provide
information	NN	information
to	TO	to
a	DT	a
public	NN	public
that	WDT	that
is	VBZ	be
not	RB	not
as	RB	as
well	RB	well
informed	VBN	inform
as	IN	as
it	PRP	it
might	MD	might
be	VB	be
.	.	.

That	DT	that
is	VBZ	be
certainly	RB	certainly
important	JJ	important
but	CC	but
it	PRP	it
is	VBZ	be
also	RB	also
a	DT	a
question	NN	question
of	IN	of
combating	VBG	combat
the	DT	the
misinformation	NN	misinformation
that	WDT	that
is	VBZ	be
put	VBN	put
around	RP	around
by	IN	by
a	DT	a
very	RB	very
active	JJ	active
anti-European	JJ	anti-European
movement	NN	movement
and	CC	and
anti-European	JJ	anti-European
organisations	NNS	organisation
that	WDT	that
exist	VBP	exist
.	.	.

The	DT	the
Commission	NNP	Commission
will	MD	will
have	VB	have
to	TO	to
be	VB	be
very	RB	very
vigorous	JJ	vigorous
in	IN	in
the	DT	the
responses	NNS	response
that	IN	that
it	PRP	it
puts	VBZ	put
out	RP	out
to	TO	to
some	DT	some
of	IN	of
the	DT	the
comments	NNS	comment
that	IN	that
it	PRP	it
will	MD	will
be	VB	be
receiving	VBG	receive
as	IN	as
part	NN	part
of	IN	of
the	DT	the
campaign	NN	campaign
.	.	.

<SPEAKER	NN	<unknown>
ID=158	CD	@card@
NAME="Barnier">	NNP	<unknown>
Mr	NNP	Mr
Corbett	NNP	Corbett
,	,	,
thank	VB	thank
you	PRP	you
for	IN	for
your	PRP$	your
comments	NNS	comment
.	.	.

I	PRP	i
willingly	RB	willingly
accept	VBP	accept
your	PRP$	your
invitation	NN	invitation
.	.	.

If	IN	if
I	PRP	i
have	VBP	have
understood	VBN	understand
you	PRP	you
correctly	RB	correctly
,	,	,
you	PRP	you
want	VBP	want
me	PRP	me
,	,	,
when	WRB	when
I	PRP	i
come	VBP	come
to	TO	to
Yorkshire	NNP	Yorkshire
,	,	,
to	TO	to
talk	VB	talk
not	RB	not
only	RB	only
about	IN	about
the	DT	the
reform	NN	reform
of	IN	of
the	DT	the
European	JJ	European
institutions	NNS	institution
but	CC	but
also	RB	also
the	DT	the
Structural	NNP	Structural
Funds	NNPS	Funds
.	.	.

I	PRP	i
can	MD	can
perform	VB	perform
this	DT	this
dual	JJ	dual
task	NN	task
.	.	.

I	PRP	i
forgot	VBD	forget
to	TO	to
mention	VB	mention
my	PRP$	my
intention	NN	intention
to	TO	to
go	VB	go
before	IN	before
the	DT	the
national	JJ	national
parliaments	NNS	parliament
,	,	,
as	IN	as
I	PRP	i
have	VBP	have
already	RB	already
done	VBN	do
,	,	,
not	RB	not
only	RB	only
by	IN	by
meeting	VBG	meet
their	PRP$	<unknown>
representatives	NNS	representative
here	RB	here
but	CC	but
by	IN	by
going	VBG	go
to	TO	to
see	VB	see
them	PRP	them
in	IN	in
situ	NN	situ
.	.	.

Ten	CD	ten
days	NNS	day
ago	RB	ago
I	PRP	i
was	VBD	be
in	IN	in
Westminster	NNP	Westminster
,	,	,
so	IN	so
you	PRP	you
can	MD	can
see	VB	see
,	,	,
Mr	NNP	Mr
Corbett	NNP	Corbett
,	,	,
that	IN	that
I	PRP	i
am	VBP	be
not	RB	not
afraid	JJ	afraid
of	IN	of
the	DT	the
difficulties	NNS	difficulty
.	.	.

Next	JJ	next
week	NN	week
I	PRP	i
will	MD	will
go	VB	go
to	TO	to
the	DT	the
Bundestag	NNP	Bundestag
in	IN	in
Berlin	NNP	Berlin
.	.	.

I	PRP	i
have	VBP	have
already	RB	already
appeared	VBN	appear
before	IN	before
the	DT	the
French	NNP	French
Senate	NNP	Senate
.	.	.

Therefore	RB	therefore
,	,	,
throughout	IN	throughout
this	DT	this
debate	NN	debate
,	,	,
whenever	WRB	whenever
I	PRP	i
can	MD	can
,	,	,
I	PRP	i
will	MD	will
go	VB	go
directly	RB	directly
to	TO	to
see	VB	see
the	DT	the
national	JJ	national
parliaments	NNS	parliament
too	RB	too
.	.	.

<P>	NNP	<unknown>
With	IN	with
regard	NN	regard
to	TO	to
the	DT	the
dialogue	NN	dialogue
with	IN	with
our	PRP$	our
citizens	NNS	citizen
,	,	,
it	PRP	it
is	VBZ	be
not	RB	not
a	DT	a
question	NN	question
of	IN	of
propaganda	NN	propaganda
or	CC	or
marketing	NN	marketing
,	,	,
nor	CC	nor
even	RB	even
of	IN	of
communication	NN	communication
.	.	.

I	PRP	i
want	VBP	want
this	DT	this
dialogue	NN	dialogue
to	TO	to
be	VB	be
a	DT	a
real	JJ	real
dialogue	NN	dialogue
.	.	.

So	RB	so
,	,	,
after	IN	after
a	DT	a
short	JJ	short
film	NN	film
objectively	RB	objectively
explaining	VBG	explain
the	DT	the
challenges	NNS	challenge
of	IN	of
institutional	JJ	institutional
reform	NN	reform
,	,	,
those	DT	those
in	IN	in
the	DT	the
public	JJ	public
gallery	NN	gallery
can	MD	can
participate	VB	participate
in	IN	in
an	DT	an
open	JJ	open
discussion	NN	discussion
.	.	.

I	PRP	i
will	MD	will
say	VB	say
again	RB	again
that	IN	that
we	PRP	we
are	VBP	be
going	VBG	go
to	TO	to
conduct	VB	conduct
